Generations:
24: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
25: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
26: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
27: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
28: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
29: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
30: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
31: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
32: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
33: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
34: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
35: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
36: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
37: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
38: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
39: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
40: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
41: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
42: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
43: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
44: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
45: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
46: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
47: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
48: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
49: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
50: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
51: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
52: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
53: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
54: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
55: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
56: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
57: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
58: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
59: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
60: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
61: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
62: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
63: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
64: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
65: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
66: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
67: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
68: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
69: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
70: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
71: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
72: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
73: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
74: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
75: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
76: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
77: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
78: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
79: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
80: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
81: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
82: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
83: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
84: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
85: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
86: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
87: ((3, 14, 2, 33, 39, 21, 7, 26, 1, 42, 25, 43, 49, 44, 36, 41, 31, 15, 29, 46, 40, 47, 48, 0, 45, 11, 27, 18, 4, 13, 37, 30, 6, 34, 5, 20, 16, 10, 22, 23, 38, 24, 28, 12, 35, 19, 32, 9, 17, 8), 1179)
